Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"FBSH","Food Balances (-2013, old methodology and population)","101","Indonesia","511","Total Population - Both sexes","2501","Population","2005","2005","1000 persons","224481","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","102","Iran (Islamic Republic of)","511","Total Population - Both sexes","2501","Population","2001","2001","1000 persons","66858","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","102","Iran (Islamic Republic of)","511","Total Population - Both sexes","2501","Population","2002","2002","1000 persons","67727","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","102","Iran (Islamic Republic of)","511","Total Population - Both sexes","2501","Population","2003","2003","1000 persons","68543","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","102","Iran (Islamic Republic of)","511","Total Population - Both sexes","2501","Population","2004","2004","1000 persons","69342","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","102","Iran (Islamic Republic of)","511","Total Population - Both sexes","2501","Population","2005","2005","1000 persons","70152","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","103","Iraq","511","Total Population - Both sexes","2501","Population","2001","2001","1000 persons","24517","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","103","Iraq","511","Total Population - Both sexes","2501","Population","2002","2002","1000 persons","25238","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","103","Iraq","511","Total Population - Both sexes","2501","Population","2003","2003","1000 persons","25960","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","103","Iraq","511","Total Population - Both sexes","2501","Population","2004","2004","1000 persons","26674","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","103","Iraq","511","Total Population - Both sexes","2501","Population","2005","2005","1000 persons","27377","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","104","Ireland","511","Total Population - Both sexes","2501","Population","2001","2001","1000 persons","3866","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","104","Ireland","511","Total Population - Both sexes","2501","Population","2002","2002","1000 persons","3936","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","104","Ireland","511","Total Population - Both sexes","2501","Population","2003","2003","1000 persons","4011","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","104","Ireland","511","Total Population - Both sexes","2501","Population","2004","2004","1000 persons","4086","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","104","Ireland","511","Total Population - Both sexes","2501","Population","2005","2005","1000 persons","4158","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","105","Israel","511","Total Population - Both sexes","2501","Population","2001","2001","1000 persons","6130","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","105","Israel","511","Total Population - Both sexes","2501","Population","2002","2002","1000 persons","6239","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","105","Israel","511","Total Population - Both sexes","2501","Population","2003","2003","1000 persons","6349","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","105","Israel","511","Total Population - Both sexes","2501","Population","2004","2004","1000 persons","6468","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","105","Israel","511","Total Population - Both sexes","2501","Population","2005","2005","1000 persons","6604","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","106","Italy","511","Total Population - Both sexes","2501","Population","2001","2001","1000 persons","57200","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","106","Italy","511","Total Population - Both sexes","2501","Population","2002","2002","1000 persons","57501","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","106","Italy","511","Total Population - Both sexes","2501","Population","2003","2003","1000 persons","57868","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","106","Italy","511","Total Population - Both sexes","2501","Population","2004","2004","1000 persons","58267","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","106","Italy","511","Total Population - Both sexes","2501","Population","2005","2005","1000 persons","58672","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","109","Jamaica","511","Total Population - Both sexes","2501","Population","2001","2001","1000 persons","2605","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","109","Jamaica","511","Total Population - Both sexes","2501","Population","2002","2002","1000 persons","2627","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","109","Jamaica","511","Total Population - Both sexes","2501","Population","2003","2003","1000 persons","2647","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","109","Jamaica","511","Total Population - Both sexes","2501","Population","2004","2004","1000 persons","2666","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","109","Jamaica","511","Total Population - Both sexes","2501","Population","2005","2005","1000 persons","2682","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","110","Japan","511","Total Population - Both sexes","2501","Population","2001","2001","1000 persons","125974","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","110","Japan","511","Total Population - Both sexes","2501","Population","2002","2002","1000 persons","126249","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","110","Japan","511","Total Population - Both sexes","2501","Population","2003","2003","1000 persons","126524","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","110","Japan","511","Total Population - Both sexes","2501","Population","2004","2004","1000 persons","126773","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","110","Japan","511","Total Population - Both sexes","2501","Population","2005","2005","1000 persons","126979","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","112","Jordan","511","Total Population - Both sexes","2501","Population","2001","2001","1000 persons","4835","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","112","Jordan","511","Total Population - Both sexes","2501","Population","2002","2002","1000 persons","4903","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","112","Jordan","511","Total Population - Both sexes","2501","Population","2003","2003","1000 persons","4984","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","112","Jordan","511","Total Population - Both sexes","2501","Population","2004","2004","1000 persons","5092","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","112","Jordan","511","Total Population - Both sexes","2501","Population","2005","2005","1000 persons","5239","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","108","Kazakhstan","511","Total Population - Both sexes","2501","Population","2001","2001","1000 persons","14559","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","108","Kazakhstan","511","Total Population - Both sexes","2501","Population","2002","2002","1000 persons","14623","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","108","Kazakhstan","511","Total Population - Both sexes","2501","Population","2003","2003","1000 persons","14748","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","108","Kazakhstan","511","Total Population - Both sexes","2501","Population","2004","2004","1000 persons","14902","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","108","Kazakhstan","511","Total Population - Both sexes","2501","Population","2005","2005","1000 persons","15064","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","114","Kenya","511","Total Population - Both sexes","2501","Population","2001","2001","1000 persons","32126","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","114","Kenya","511","Total Population - Both sexes","2501","Population","2002","2002","1000 persons","33001","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","114","Kenya","511","Total Population - Both sexes","2501","Population","2003","2003","1000 persons","33905","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","114","Kenya","511","Total Population - Both sexes","2501","Population","2004","2004","1000 persons","34835","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","114","Kenya","511","Total Population - Both sexes","2501","Population","2005","2005","1000 persons","35786","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","83","Kiribati","511","Total Population - Both sexes","2501","Population","2001","2001","1000 persons","84","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","83","Kiribati","511","Total Population - Both sexes","2501","Population","2002","2002","1000 persons","86","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","83","Kiribati","511","Total Population - Both sexes","2501","Population","2003","2003","1000 persons","87","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","83","Kiribati","511","Total Population - Both sexes","2501","Population","2004","2004","1000 persons","89","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","83","Kiribati","511","Total Population - Both sexes","2501","Population","2005","2005","1000 persons","90","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","118","Kuwait","511","Total Population - Both sexes","2501","Population","2001","2001","1000 persons","1981","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","118","Kuwait","511","Total Population - Both sexes","2501","Population","2002","2002","1000 persons","2048","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","118","Kuwait","511","Total Population - Both sexes","2501","Population","2003","2003","1000 persons","2116","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","118","Kuwait","511","Total Population - Both sexes","2501","Population","2004","2004","1000 persons","2196","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","118","Kuwait","511","Total Population - Both sexes","2501","Population","2005","2005","1000 persons","2296","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","113","Kyrgyzstan","511","Total Population - Both sexes","2501","Population","2001","2001","1000 persons","4988","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","113","Kyrgyzstan","511","Total Population - Both sexes","2501","Population","2002","2002","1000 persons","5003","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","113","Kyrgyzstan","511","Total Population - Both sexes","2501","Population","2003","2003","1000 persons","5009","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","113","Kyrgyzstan","511","Total Population - Both sexes","2501","Population","2004","2004","1000 persons","5019","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","113","Kyrgyzstan","511","Total Population - Both sexes","2501","Population","2005","2005","1000 persons","5042","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","120","Lao People's Democratic Republic","511","Total Population - Both sexes","2501","Population","2001","2001","1000 persons","5470","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","120","Lao People's Democratic Republic","511","Total Population - Both sexes","2501","Population","2002","2002","1000 persons","5545","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","120","Lao People's Democratic Republic","511","Total Population - Both sexes","2501","Population","2003","2003","1000 persons","5619","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","120","Lao People's Democratic Republic","511","Total Population - Both sexes","2501","Population","2004","2004","1000 persons","5699","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","120","Lao People's Democratic Republic","511","Total Population - Both sexes","2501","Population","2005","2005","1000 persons","5791","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","119","Latvia","511","Total Population - Both sexes","2501","Population","2001","2001","1000 persons","2345","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","119","Latvia","511","Total Population - Both sexes","2501","Population","2002","2002","1000 persons","2317","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","119","Latvia","511","Total Population - Both sexes","2501","Population","2003","2003","1000 persons","2288","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","119","Latvia","511","Total Population - Both sexes","2501","Population","2004","2004","1000 persons","2258","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","119","Latvia","511","Total Population - Both sexes","2501","Population","2005","2005","1000 persons","2228","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","121","Lebanon","511","Total Population - Both sexes","2501","Population","2001","2001","1000 persons","3358","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","121","Lebanon","511","Total Population - Both sexes","2501","Population","2002","2002","1000 persons","3516","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","121","Lebanon","511","Total Population - Both sexes","2501","Population","2003","2003","1000 persons","3690","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","121","Lebanon","511","Total Population - Both sexes","2501","Population","2004","2004","1000 persons","3854","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","121","Lebanon","511","Total Population - Both sexes","2501","Population","2005","2005","1000 persons","3987","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","122","Lesotho","511","Total Population - Both sexes","2501","Population","2001","2001","1000 persons","1872","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","122","Lesotho","511","Total Population - Both sexes","2501","Population","2002","2002","1000 persons","1885","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","122","Lesotho","511","Total Population - Both sexes","2501","Population","2003","2003","1000 persons","1899","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","122","Lesotho","511","Total Population - Both sexes","2501","Population","2004","2004","1000 persons","1912","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","122","Lesotho","511","Total Population - Both sexes","2501","Population","2005","2005","1000 persons","1926","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","123","Liberia","511","Total Population - Both sexes","2501","Population","2001","2001","1000 persons","2999","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","123","Liberia","511","Total Population - Both sexes","2501","Population","2002","2002","1000 persons","3071","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","123","Liberia","511","Total Population - Both sexes","2501","Population","2003","2003","1000 persons","3124","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","123","Liberia","511","Total Population - Both sexes","2501","Population","2004","2004","1000 persons","3185","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","123","Liberia","511","Total Population - Both sexes","2501","Population","2005","2005","1000 persons","3270","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","126","Lithuania","511","Total Population - Both sexes","2501","Population","2001","2001","1000 persons","3462","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","126","Lithuania","511","Total Population - Both sexes","2501","Population","2002","2002","1000 persons","3421","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","126","Lithuania","511","Total Population - Both sexes","2501","Population","2003","2003","1000 persons","3378","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","126","Lithuania","511","Total Population - Both sexes","2501","Population","2004","2004","1000 persons","3333","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","126","Lithuania","511","Total Population - Both sexes","2501","Population","2005","2005","1000 persons","3287","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","256","Luxembourg","511","Total Population - Both sexes","2501","Population","2001","2001","1000 persons","440","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","256","Luxembourg","511","Total Population - Both sexes","2501","Population","2002","2002","1000 persons","444","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","256","Luxembourg","511","Total Population - Both sexes","2501","Population","2003","2003","1000 persons","447","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","256","Luxembourg","511","Total Population - Both sexes","2501","Population","2004","2004","1000 persons","452","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","256","Luxembourg","511","Total Population - Both sexes","2501","Population","2005","2005","1000 persons","458","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","129","Madagascar","511","Total Population - Both sexes","2501","Population","2001","2001","1000 persons","16236","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","129","Madagascar","511","Total Population - Both sexes","2501","Population","2002","2002","1000 persons","16736","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","129","Madagascar","511","Total Population - Both sexes","2501","Population","2003","2003","1000 persons","17245","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","129","Madagascar","511","Total Population - Both sexes","2501","Population","2004","2004","1000 persons","17763","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","129","Madagascar","511","Total Population - Both sexes","2501","Population","2005","2005","1000 persons","18290","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","130","Malawi","511","Total Population - Both sexes","2501","Population","2001","2001","1000 persons","11623","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","130","Malawi","511","Total Population - Both sexes","2501","Population","2002","2002","1000 persons","11927","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","130","Malawi","511","Total Population - Both sexes","2501","Population","2003","2003","1000 persons","12239","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","130","Malawi","511","Total Population - Both sexes","2501","Population","2004","2004","1000 persons","12569","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","130","Malawi","511","Total Population - Both sexes","2501","Population","2005","2005","1000 persons","12925","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","131","Malaysia","511","Total Population - Both sexes","2501","Population","2001","2001","1000 persons","23926","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","131","Malaysia","511","Total Population - Both sexes","2501","Population","2002","2002","1000 persons","24414","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","131","Malaysia","511","Total Population - Both sexes","2501","Population","2003","2003","1000 persons","24891","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","131","Malaysia","511","Total Population - Both sexes","2501","Population","2004","2004","1000 persons","25365","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","131","Malaysia","511","Total Population - Both sexes","2501","Population","2005","2005","1000 persons","25843","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","132","Maldives","511","Total Population - Both sexes","2501","Population","2001","2001","1000 persons","278","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","132","Maldives","511","Total Population - Both sexes","2501","Population","2002","2002","1000 persons","283","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","132","Maldives","511","Total Population - Both sexes","2501","Population","2003","2003","1000 persons","288","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","132","Maldives","511","Total Population - Both sexes","2501","Population","2004","2004","1000 persons","293","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","132","Maldives","511","Total Population - Both sexes","2501","Population","2005","2005","1000 persons","298","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","133","Mali","511","Total Population - Both sexes","2501","Population","2001","2001","1000 persons","10563","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","133","Mali","511","Total Population - Both sexes","2501","Population","2002","2002","1000 persons","10883","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","133","Mali","511","Total Population - Both sexes","2501","Population","2003","2003","1000 persons","11220","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","133","Mali","511","Total Population - Both sexes","2501","Population","2004","2004","1000 persons","11573","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","133","Mali","511","Total Population - Both sexes","2501","Population","2005","2005","1000 persons","11941","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","134","Malta","511","Total Population - Both sexes","2501","Population","2001","2001","1000 persons","409","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","134","Malta","511","Total Population - Both sexes","2501","Population","2002","2002","1000 persons","410","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","134","Malta","511","Total Population - Both sexes","2501","Population","2003","2003","1000 persons","412","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","134","Malta","511","Total Population - Both sexes","2501","Population","2004","2004","1000 persons","413","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","134","Malta","511","Total Population - Both sexes","2501","Population","2005","2005","1000 persons","415","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","136","Mauritania","511","Total Population - Both sexes","2501","Population","2001","2001","1000 persons","2791","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","136","Mauritania","511","Total Population - Both sexes","2501","Population","2002","2002","1000 persons","2877","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","136","Mauritania","511","Total Population - Both sexes","2501","Population","2003","2003","1000 persons","2966","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","136","Mauritania","511","Total Population - Both sexes","2501","Population","2004","2004","1000 persons","3055","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","136","Mauritania","511","Total Population - Both sexes","2501","Population","2005","2005","1000 persons","3146","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","137","Mauritius","511","Total Population - Both sexes","2501","Population","2001","2001","1000 persons","1193","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","137","Mauritius","511","Total Population - Both sexes","2501","Population","2002","2002","1000 persons","1199","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","137","Mauritius","511","Total Population - Both sexes","2501","Population","2003","2003","1000 persons","1204","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","137","Mauritius","511","Total Population - Both sexes","2501","Population","2004","2004","1000 persons","1209","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","137","Mauritius","511","Total Population - Both sexes","2501","Population","2005","2005","1000 persons","1213","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","138","Mexico","511","Total Population - Both sexes","2501","Population","2001","2001","1000 persons","105340","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","138","Mexico","511","Total Population - Both sexes","2501","Population","2002","2002","1000 persons","106724","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","138","Mexico","511","Total Population - Both sexes","2501","Population","2003","2003","1000 persons","108056","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","138","Mexico","511","Total Population - Both sexes","2501","Population","2004","2004","1000 persons","109382","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","138","Mexico","511","Total Population - Both sexes","2501","Population","2005","2005","1000 persons","110732","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","141","Mongolia","511","Total Population - Both sexes","2501","Population","2001","2001","1000 persons","2420","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","141","Mongolia","511","Total Population - Both sexes","2501","Population","2002","2002","1000 persons","2443","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","141","Mongolia","511","Total Population - Both sexes","2501","Population","2003","2003","1000 persons","2469","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","141","Mongolia","511","Total Population - Both sexes","2501","Population","2004","2004","1000 persons","2496","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","141","Mongolia","511","Total Population - Both sexes","2501","Population","2005","2005","1000 persons","2527","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","143","Morocco","511","Total Population - Both sexes","2501","Population","2001","2001","1000 persons","29021","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","143","Morocco","511","Total Population - Both sexes","2501","Population","2002","2002","1000 persons","29311","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","143","Morocco","511","Total Population - Both sexes","2501","Population","2003","2003","1000 persons","29587","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","143","Morocco","511","Total Population - Both sexes","2501","Population","2004","2004","1000 persons","29856","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","143","Morocco","511","Total Population - Both sexes","2501","Population","2005","2005","1000 persons","30125","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","144","Mozambique","511","Total Population - Both sexes","2501","Population","2001","2001","1000 persons","18786","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","144","Mozambique","511","Total Population - Both sexes","2501","Population","2002","2002","1000 persons","19320","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","144","Mozambique","511","Total Population - Both sexes","2501","Population","2003","2003","1000 persons","19873","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","144","Mozambique","511","Total Population - Both sexes","2501","Population","2004","2004","1000 persons","20439","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","144","Mozambique","511","Total Population - Both sexes","2501","Population","2005","2005","1000 persons","21010","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","28","Myanmar","511","Total Population - Both sexes","2501","Population","2001","2001","1000 persons","48894","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","28","Myanmar","511","Total Population - Both sexes","2501","Population","2002","2002","1000 persons","49261","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","28","Myanmar","511","Total Population - Both sexes","2501","Population","2003","2003","1000 persons","49577","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","28","Myanmar","511","Total Population - Both sexes","2501","Population","2004","2004","1000 persons","49875","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","28","Myanmar","511","Total Population - Both sexes","2501","Population","2005","2005","1000 persons","50181","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","147","Namibia","511","Total Population - Both sexes","2501","Population","2001","2001","1000 persons","1931","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","147","Namibia","511","Total Population - Both sexes","2501","Population","2002","2002","1000 persons","1958","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","147","Namibia","511","Total Population - Both sexes","2501","Population","2003","2003","1000 persons","1981","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","147","Namibia","511","Total Population - Both sexes","2501","Population","2004","2004","1000 persons","2003","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","147","Namibia","511","Total Population - Both sexes","2501","Population","2005","2005","1000 persons","2027","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","149","Nepal","511","Total Population - Both sexes","2501","Population","2001","2001","1000 persons","23655","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","149","Nepal","511","Total Population - Both sexes","2501","Population","2002","2002","1000 persons","24103","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","149","Nepal","511","Total Population - Both sexes","2501","Population","2003","2003","1000 persons","24526","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","149","Nepal","511","Total Population - Both sexes","2501","Population","2004","2004","1000 persons","24922","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","149","Nepal","511","Total Population - Both sexes","2501","Population","2005","2005","1000 persons","25292","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","150","Netherlands","511","Total Population - Both sexes","2501","Population","2001","2001","1000 persons","15950","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","150","Netherlands","511","Total Population - Both sexes","2501","Population","2002","2002","1000 persons","16042","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","150","Netherlands","511","Total Population - Both sexes","2501","Population","2003","2003","1000 persons","16134","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","150","Netherlands","511","Total Population - Both sexes","2501","Population","2004","2004","1000 persons","16221","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","150","Netherlands","511","Total Population - Both sexes","2501","Population","2005","2005","1000 persons","16302","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","151","Netherlands Antilles (former)","511","Total Population - Both sexes","2501","Population","2001","2001","1000 persons","180","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","151","Netherlands Antilles (former)","511","Total Population - Both sexes","2501","Population","2002","2002","1000 persons","180","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","151","Netherlands Antilles (former)","511","Total Population - Both sexes","2501","Population","2003","2003","1000 persons","182","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","151","Netherlands Antilles (former)","511","Total Population - Both sexes","2501","Population","2004","2004","1000 persons","184","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","151","Netherlands Antilles (former)","511","Total Population - Both sexes","2501","Population","2005","2005","1000 persons","186","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","153","New Caledonia","511","Total Population - Both sexes","2501","Population","2001","2001","1000 persons","214","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","153","New Caledonia","511","Total Population - Both sexes","2501","Population","2002","2002","1000 persons","218","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","153","New Caledonia","511","Total Population - Both sexes","2501","Population","2003","2003","1000 persons","221","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","153","New Caledonia","511","Total Population - Both sexes","2501","Population","2004","2004","1000 persons","225","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","153","New Caledonia","511","Total Population - Both sexes","2501","Population","2005","2005","1000 persons","229","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","156","New Zealand","511","Total Population - Both sexes","2501","Population","2001","2001","1000 persons","3907","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","156","New Zealand","511","Total Population - Both sexes","2501","Population","2002","2002","1000 persons","3962","","Official data"
